ID,DOI,Title,Date,Keywords,Abstract,Language
10.21608_ejabf.2020.97537,NA,"Reproductive traits and Microstructure of skeleton in both of Acropora digitifera and Acropora gemmifera (Scleractinia, Anthozoa) inhabiting the Northern Red Sea (Hurghada, Egypt)","June 25, 2020",Scleractinian corals Acropora Micro-structure Reproduction Broadcasting Spawning Red Sea,"Reef-building scleractinian corals proliferate and maintain their populations, in part, through sexual reproduction. They typically reproduce sexually as either gonochoric (separate male and female) or hermaphroditic (producing both eggs and sperm) colonies. Both types of sexual reproduction achieved as spawning processes that take place once a year and this process affected by environmental conditions such as temperature, photoperiod and pH level. In relation, the current study was designed to explore the reproduction patterns of two Acroporoid coral species; Acropora digitifera and Acropora gemmifera, which inhabiting the northern Red Sea (Hurghada, Egypt). A scanning electron microscope (SEM) was used to identify both coral species and to obtain their microstructure details. For reproduction study purpose, gonads maturity status and spawning timing of both studied species were noticed, either by direct field observations, during the study period including two consecutive spawning seasons, or observed in aquaria, by taking live coral colony samples for watching their specific spawning release. Results indicated that both investigated species are hermaphroditic broadcasting spawner (release buoyant egg-sperm bundles) and showed gradual gonads maturity development begin from October until their spawning time in late April. All polyps became empty from egg sperm bundles in early May. There was a clear relationship between the spawning time of the two coral species and the lunar cycle, temperature, and photoperiod. Spawning of study species occurred on nights (nearly 3-4 hours after sunset) during the new moon and full moon phases. The present study concluded that A. digitifera and A. gemmifera spawned before April full moon within two days.",en
10.14710_marj.v2i4.4275,NA,PROFIL KANDUNGAN NITRAT DAN FOSFAT PADA POLIP KARANG Acropora sp. DI PULAU MENJANGAN KECIL TAMAN NASIONAL KARIMUNJAWA,NA,"Profile,Acropora sp.,Polyp,Nitrate and phosphate,Menjangan kecil Island","Terumbu karang merupakan suatu ekosistem yang sangat kompleks dengan keanekaragaman hayati yang tinggi. Acropora sp. merupakan salah satu terumbu karang yang umum mendominasi daerah tropis karena sifatnya yang mudah berkembang dan ketahanannya terhadap lingkungan. Banyak faktor yang mempengaruhi kehidupan karang Acropora sp., salah satunya adalah nitrat dan fosfat. Nitrat dan fosfat pada polip karang dibutuhkan oleh Zooxanthelhae untuk melakukan proses fotosintesis. Hasil dari proses fotosintesis seperti asam amino akan digunakan oleh karang untuk proses kalsifikasi atau pertumbuhan.Tujuan penelitian ini adalah untuk mengetahui profil kandungan nitrat dan fosfat pada polip karang Acropora sp., dan mengetahui persentase penutupan terumbu karang di pulau Menjangan Kecil. Metode yang digunakan dalam penelitian ini adalah metode survei yang bersifat deskriptif, sedangkan metode yang digunakan dalam pengambilan sampel karang adalah metode purposive. Sampel karang Acropora sp. Diambil secara random pada kedalaman 1-2 meter dan pada kedalaman 3-5 meter, pada masing-masing kedalaman terdapat 4 titik sampling, dan pada tiap titik sampling tersebut diambil 2 sampel karang Acropora sp. Penelitian ini menganalisis kandungan nitrat fosfat dan jumlah bakteri nitrifikasi pada karang Acropora sp. Hasil penelitian menunjukkan bahwa terjadi fluktuasi kandungan nitrat dan fosfat pada polip karang. Kandungan nitrat sebesar 14.78-21.09 % atau setara dengan 147.800-210.900 mg/L dan fosfat sebesar 23.40-28.18 % atau setara dengan 234.000-281.800 mg/L. Persentase penutupan terumbu karang pada stasiun I adalah 71,6 %, termasuk dalam kategori baik, sedangkan persentase penutupan terumbu karang pada stasiun II adalah 75 %, termasuk dalam kategori sangat baik. Semakin banyak kandungan nitrat dan fosfat pada polip karang, maka semakin tinggi persentase penutupan terumbu karangnya.",id
10.15517_rbt.v62i0.15904,NA,Population assessment of Acropora palmata (Scleractinia: Acroporidae): relationship between habitat and reef associated species,NA,"Acropora palmata,benthic macrofauna,Caribbean,coral reefs,reef fishes","Three decades ago, Acropora palmata was one of the main reef-building coral species throughout the Caribbean, forming an essential component of the structural complexity of shallow coral reef habitats. These colonies still provide microhabitats for settlement, food and shelter to many vertebrates and invertebrates. The recent decline of A. palmata has been followed by a significant loss in spatial heterogeneity and possibly in species diversity. Studies addressing whether dead and living stands of Acropora hold different fish and benthic assemblages are scarce. The status of Acropora colonies and their associated species were assessed in October 2012, at two reef zones of Cayo Sombrero, Venezuela. Visual censuses of fish abundance and the number of macrofaunal individuals were recorded for both live and dead zones. Living Acropora colonies had the lowest abundance (˂31%). In both zoned the fish community was dominated by damselfishes (˂53%) and wrasses (˂36%), the benthic macrofauna by peracarid crustaceans (˂40%) and polychaetes (˂38%). Fish and benthic communities were not correlated with the condition (live or dead) of the Acropora habitats; possibly branching structures provide the necessary shelter and protection no matter if they are dead or alive. More replication is necessary to test this unexpected result.",en
10.11646_zootaxa.590.1.1,NA,"Acropora rongelapensis sp. nov., a new species of Acropora from the Marshall Islands (Scleractinia: Astrocoeniina: Acroporidae)",NA,"Cnidaria,Anthozoa,Scleractinia,Astrocoeniina,Acroporidae,Marshall Islands,Central Pacific","A new coral species, Acropora rongelapensis, from the northern central Pacific Ocean is described. On present records, this species appears to be endemic to the Republic of the Marshall Islands. Distinguishing features of the species include sub-flattened branches with widely separated radial corallites born laterally. Diagnostic characters of the new species place it within the Acropora loripes group.",en
10.3354_meps335227,NA,Visual discernment of sexual recruits is not feasible for Acropora palmata,April 16,"Microsatellites,Clones,Acroporid coral,Caribbean Sea,Genetic screening,Monitoring","Assessing population status of fragmenting corals A recent study by Grober-Dunsmore et al. (2006) has provided a comprehensive characterization of the population status of threatened elkhorn coral Acropora palmata stands around St. John, US Virgin Islands. These data on patterns of colony abundance, size structure, and threats contribute to understanding species status, and for planning possible proactive recovery actions. Similar studies are needed throughout the species' range. However, we have concerns regarding the interpretation of the survey results by Grober-Dunsmore et al. (2006), specifically in inferring higher levels of sexual (than asexual) recruitment in the populations surveyed. They base this inference on change in size structure of the population, and the visual appearance of individual colonies. Moreover, Grober-Dunsmore et al. (2006, p. 128) state that 'Acropora palmata populations around the island of St. John show signs of recovery, as evidenced by the significant increase in total abundance of colonies and abundance of new recruits from 2001 to 2003'. Population recovery for a clonal species cannot be inferred from surveys of colony abundance and size structure, because a population of few large colonies can suffer high rates of partial mortality, and thus result in the same local population (i.e. in terms of genotype richness) consisting of a much larger number of small colonies. More large and small colonies are necessary, but not sufficient, to achieve population recovery for a clonal species such as Acropora palmata, as genotypic diversity must be considered and the actual recruitment of new colonies (be they sexual or asexual) must be documented and distinguished from remnant colonies. Ecologists and conservation managers share a need to understand the sexual versus asexual contribution to © Inter-Research 2007 • www.int-res.com",en
10.3354_meps335233,NA,Discernment of sexual recruits is not critical for assessing population recovery of Acropora palmata,April 16,NA,"Assessing coral community recovery Recovery of coral communities has been assessed historically by quantifying changes in coral cover, colony abundance, population densities, and size class distribution (Colgan 1987, Connell et al. 1997). An increase in one or more of these attributes generally indicates a trajectory toward demographic recovery (Hughes & Tanner 2000). Numerous field studies (e.g. Jordan-Dahlgren 1992, Edmunds & Carpenter 2001, Rogers et al. 2003, Grober-Dunsmore et al. 2006) have used demographic measures as indicators of potential recovery of Caribbean Acropora palmata populations from the mass mortality of the 1980s, in part because these measures are cost-effective, easy to sample, informative, and comparable to historical data. For example, long-term studies of quadrats in Jamaica documented loss of corals, followed by recent increases in recruits and coral cover (creating 3D structure) (Woodley 1999, Woodley et al. 1999, Edmunds & Carpenter 2001). These measures were related to changes in the environment, e.g. densities of echinoid grazers, and used as indicators of the recovery trajectory of the coral communities. Miller et al. (2007, this volume) have critiqued this approach, suggesting that demographic measures are necessary, but not sufficient to assess recovery of clonal invertebrates; they argue that some measure of genetic diversity is 'quintessential'. We agree that genetic diversity is indeed important for long-term © Inter-Research 2007 • www.int-res.com",en
10.3354_meps307155,NA,Random mating in the brooding coral Acropora palifera,January 24,NA,NA,NA
10.14710_marj.v2i4.4277,NA,NA,NA,"Nitrat dan Fosfat,Densitas zooxanthellae,Acropora sp,Pulau Menjangan Kecil","Terumbu karang merupakan ekosistem pesisir yang memiliki produktivitas tinggi. Nutrien merupakan salah satu faktor penentu terpeliharanya produktivitas perairan. Adanya asumsi ketersediaan cahaya, keberadaan zooxanthellae dan nutrien menjadi faktor yang penting. Permasalahannya adalah, apakah dukungan ini didapatkan dari ketersediaan nutrien di lingkungan perairan atau di dalam polip karang. Terkait dengan hal tersebut, maka penelitian ini akan mempelajari dukungan nutrien di dalam polip karang dan pengaruhnya terhadap keberadaan zooxanthellae. Tujuan penelitian ini untuk mengetahui kondisi penutupan karang di daerah pulau Menjangan Kecil, mengetahui total nitrat dan total fosfat, densitas zooxanthellae, hubungan kandungan antara total nitrat dan total fosfat terhadap densitas zooxanthellae di polip karang Acropora sp. di perairan terumbu karang pulau Menjangan kecil, Karimun Jawa. Metode yang digunakan adalah metode deskriptif eksplanatif. Hasil penelitian menunjukkan bahwa penutupan karang di perairan pulau Menjangan Kecil stasiun I 73,6% kategori baik dan stasiun II 76% kategori sangat baik. Terdapat hubungan antara kandungan nitrat dan fosfat pada polip karang Acropora sp. dengan densitas zooxanthellae. Pada sampel polip di dapat densitas zooxanthellae sebesar : 44 × 10 6 sel/ml-78,5 × 10 6 sel/ml. Pengukuran nitrat pada sampel polip di dapat hasil sebesar: 14,78%-21,09%. Pengukuran kandungan fosfat, pada sampel polip di dapat hasil sebesar: 23,4%-28,18%. Nilai koefisien determinasi R 2 antara total nitrat dengan densitas zooxanthellae sebesar 0,939 dimana mengandung pengertian pengaruh total nitrat terhadap densitas zooxanthellae adalah 93,9 %. Koefisien determinasi R 2 antara total Fosfat dengan densitas zooxanthellae sebesar 0,514 dimana mengandung pengertian pengaruh total fosfat terhadap densitas zooxanthellae adalah 51,4 %. Hal ini mengindikasi semakin tinggi kandungan nitrat dan fosfat maka semakin tinggi pula densitas zooxanthellae di dalam polip karang Acropora sp. dan parameter kualitas air diukur sebagai data pendukung.",id
10.1007_s00338-017-1612-7,10.1007/s00338-017-1612-7,Single polyp Acropora recruit resists overgrowth by the pervasive macroalgae Lobophora 123,2 August 2017,NA,NA,NA
10.1007_s00338-015-1301-3,10.1007/s00338-014-1228-0,Erratum to: Structure and palaeoenvironmental implications of inter-branch coenosteum-rich skeleton in corymbose Acropora species,6 June 2015,NA,NA,NA
10.15625_1859-3097_18_2_8766,10.15625/1859-3097/18/2/8766,"PHÁT HIỆN Bacillus sp. VK2 PHÂN LẬP TỪ Acropora hyacinthus Ở NINH THUẬN KHÁNG VI KHUẨN GÂY BỆNH ""WHITE POX"" CHO SAN HÔ Acropora palmata",NA,"Antimicrobial activity,Bacillus sp. VK2,Acropora hyacinthus,Ninh Thuan","Vi khuẩn sống cùng san hô và vai trò của chúng đối với vật chủ hiện đang là một trong những hướng nghiên cứu mới và thu hút các nhà khoa học toàn thế giới. Trong nghiên cứu vi sinh vật sống cùng một số loài san hô cứng ở Hang Rái, Ninh Thuận, vi khuẩn sống cùng san hô Acropora hyacinthus chủng VK2 được phát hiện là chiếm ưu thế trong tổng số vi khuẩn dị dưỡng hiếu khí. Vi khuẩn này được xác định đến giống, tách chiết chất thô và thử nghiệm khả năng kháng khuẩn với 4 chủng vi khuẩn chuẩn Bacillus subtilis ATCC6633, Salmonella typhimurium ATCC6994, Escherichia coli O157 và Serratia marcescens PDL100 trên môi trường Mueller Hinton Agar bằng phương pháp khuếch tán thạch. Vi khuẩn VK2 được xác định là Bacillus sp. VK2. Kết quả khả năng kháng sinh cho thấy chủng này kháng lại vi khuẩn Serratia marcescens PDL100 là vi khuẩn gây đại dịch bệnh ""white pox"" ở san hô Acropora palmata thành phần đặc trưng của đảo san hô Florida Keys, Hoa Kỳ. Tuy nhiên Bacillus sp.VK2 không kháng lại các vi khuẩn kiểm định khác.",vi
10.3354_meps121203,NA,Age-related deterioration of a physiological function in the branching coral Acropora palmata,May 25,NA,"Regeneration potential of the branching coral Acropora palmata (Lamarck, 1816) was assessed at distances of 3, 12, and 66 cm from the branch tip. Artificial lesions (colony surface wounds) were made on 3 randomly selected branches of 21 colonies and regeneration was followed over 30 d. Regeneration was measured as tissue regrowth (mm2 d-') durlng the first 6 d of regeneration and as the slope of an exponential regression of lesion surface area through time. Both measurements showed that regenerative potential could be fitted to an exponential function, decreasing from tip to base. Regeneration capability decreases rapidly in the first 25 cm from the distal end and only slowly beyond. This decrease in regeneration capability appears to be related to polyp age and constitutes the first report of potent~al senescence in corals. There are direct consequences for population dynamlcs in this branching Acropora species. Invasion of lesions by excavating sponges will occur more In proximal portions of the colony because the slow regeneration potential in this area results in long-term skeletal exposure. This may promote the fragmentation of branches with a length sufficient to ensure a high survivorship KEY WORDS: Regenerdtion. Modular organisms Corals. Ecology. Damage. Age Senescence. Growth. Scleractinia",en
