ID,DOI,Title,Date,Keywords,Abstract,Language
10.3354_dao069079,NA,Bacterial community structure associated with white band disease in the elkhorn coral Acropora palmata determined using culture-independent 16S rRNA techniques,NA,NA,"Culture-independent molecular (16S ribosomal RNA) techniques showed distinct differences in bacterial communities associated with white band disease (WBD) Type I and healthy elkhorn coral Acropora palmata. Differences were apparent at all levels, with a greater diversity present in tissues of diseased colonies. The bacterial community associated with remote, non-diseased coral was distinct from the apparently healthy tissues of infected corals several cm from the disease lesion. This demonstrates a whole-organism effect from what appears to be a localised disease lesion, an effect that has also been recently demonstrated in white plague-like disease in star coral Montastraea annularis. The pattern of bacterial community structure changes was similar to that recently demonstrated for white plague-like disease and black band disease. Some of the changes are likely to be explained by the colonisation of dead and degrading tissues by a micro-heterotroph community adapted to the decomposition of coral tissues. However, specific ribosomal types that are absent from healthy tissues appear consistently in all samples of each of the diseases. These ribotypes are closely related members of a group of α-proteobacteria that cause disease, notably juvenile oyster disease, in other marine organisms. It is clearly important that members of this group are isolated for challenge experiments to determine their role in the diseases.",en
10.1016_j.scitotenv.2020.139319,10.1016/j.scitotenv.2020.139319,Thermal acclimation increases heat tolerance of the scleractinian coral Acropora pruinosa,11 May 2020,Acclimation Scleractinian coral Bacteria Climate change Coral holobiont Symbiodiniaceae,"Field ecological observations indicate that scleractinian coral exposed to early thermal stress are likely to develop higher tolerance to subsequent heat stress. The causes of this phenomenon, however, remain enigmatic. To unravel the mechanisms underlying the increased heat tolerance, we applied different thermal treatments to the scleractinian coral Acropora pruinosa and studied the resulting differences in appearance, physiological index, Symbiodiniaceae and bacterial communities, and transcriptome response. We found that early heat stress improved the thermal tolerance of the coral holobiont. After thermal acclimation, the community structure and symbiotic bacterial diversity in the microbiota were reorganized, whereas those of Symbiodiniaceae remained stable. RNA-seq analysis revealed that the downregulated coral host genes were mainly involved in pathways relating to metabolism, particularly the nitrogen metabolism pathway. This indicates that thermal acclimation led to decrease in the metabolism level in the coral host, which might be a self-protection mechanism. We suggest that thermal acclimation may increase scleractinian coral thermal tolerance by slowing host metabolism, altering the dominant bacterial population, and increasing bacterial diversity. This study offers new insights into the adaptive potential of scleractinian coral to heat stress from global warming.",en
10.1007_s00338-016-1508-y,10.1007/s00338-016-1508-y,Metabolite profiling of symbiont and host during thermal stress and bleaching in the coral Acropora aspera,18 October 2016,NA,"Rising seawater temperatures pose a significant threat to the persistence of coral reefs. Despite the importance of these systems, major gaps remain in our understanding of how thermal stress and bleaching affect the metabolic networks that underpin holobiont function. We applied gas chromatography-mass spectrometry (GC-MS) metabolomics to detect changes in the intracellular free metabolite pools (polar and semi-polar compounds) of in hospite dinoflagellate symbionts and their coral hosts (and any associated microorganisms) during early-and late-stage thermal bleaching (a reduction of approximately 50 and 70% in symbiont density, respectively). We detected characteristic changes to the metabolite profiles of each symbiotic partner associated with individual cellular responses to thermal, oxidative and osmotic stress, which progressed with the severity of bleaching. Alterations were also indicative of changes to energy-generating and biosynthesis pathways in both partners, with a shift to the increased catabolism of lipid stores. Specifically, in symbiont intracellular metabolite pools, we observed accumulations of multiple free fatty acids, plus the chloroplast-associated antioxidant alpha-tocopherol. In the host, we detected a decline in the abundance of pools of multiple carbohydrates, amino acids and intermediates, in addition to the antioxidant ascorbate. These findings further our understanding of the metabolic changes that occur to symbiont and host (and its associated microorganisms) during thermal bleaching. These findings also provide further insight into the largely undescribed roles of free metabolite pools in cellular homeostasis, signalling and acclimation to thermal stress in the cnidarian-dinoflagellate symbiosis. Keywords Cnidarian Á Symbiodinium Á GC-MS Á Photoinhibition Á Metabolomics Recent advances in the omics fields (genomics, transcriptomics, proteomics and metabolomics) are providing Communicated by Biology Editor Dr. Anastazia Banaszak Electronic supplementary material The online version of this article (",en
10.1016_j.chemosphere.2018.04.149,10.1016/j.chemosphere.2018.04.149,Transcriptional responses of Acropora hyacinthus embryo under the benzo(a)pyrene stress by deep sequencing,24 April 2018,Acropora hyacinthus embryo Benzo(a)pyrene Deep sequencing Simple Sequence Repeats Single nucleotide Polymorphisms,"h i g h l i g h t s The ""cellular process"" and ""metabolic process"" were leading in the category of biological processes. The""binding"" and ""catalytic activity"" were the most abundant subcategories in molecular function. Most differentially expressed genes were enriched in the pathways of oxidative phosphorylation, metabolism of xenobiotics. The study can exploit a richer, more valuable SSR molecular markers. The results can help in the protection and restoration of coral reef ecosystem.",en
10.1038_nature10249,10.1038/nature10249,Using the Acropora digitifera genome to understand coral responses to environmental change,24 July 2011.,NA,NA,NA
10.3390_jmse3030509,10.3390/jmse3030509,Temperature Dependence of Respiration in Larvae and Adult Colonies of the Corals Acropora tenuis and Pocillopora damicornis,29 June 2015,"coral,planula larvae,Q10,respiration,stress tolerance,symbiosis","Although algal symbionts can become a source of reactive oxygen species under stressful conditions, symbiotic planulae of the coral Pocillopora damicornis are highly tolerant to thermal stress compared with non-symbiotic planulae of Acropora tenuis. As a first step to understand how P. damicornis planulae attain high stress tolerance, we compared the respiration rate and temperature dependence between symbiotic planulae of P. damicornis and non-symbiotic planulae of A. tenuis, as well as between larvae and adult branches within each species. Larvae and adult branches of both species had similar temperature dependency of respiration rate, with the temperature coefficient (Q10) values of about 2. Planula larvae of P. damicornis had a significantly lower respiration rate than that of A. tenuis larvae at 25-30 °C, but not at 32 °C, whereas adult branches of P. damicornis had a significantly higher respiration rate than that of A. tenuis branches at all temperatures. Thus, P. damicornis larvae appear to be capable of reducing their respiration rate to a greater extent than A. tenuis larvae, which could partly explain why P. damicornis larvae had high survivorship under thermal stress, although other antioxidant or photoprotective mechanisms should be investigated in the future.",en
10.1242_bio.2011036,10.1242/bio.2011036,"Expression of hsp70, hsp90 and hsf1 in the reef coral Acropora digitifera under prospective acidified conditions over the next several decades",NA,"larvae,scleractinian corals,heat shock proteins,ocean acidification","Ocean acidification is an ongoing threat for marine organisms due to the increasing atmospheric CO 2 concentration. Seawater acidification has a serious impact on physiologic processes in marine organisms at all life stages. On the other hand, potential tolerance to external pH changes has been reported in coral larvae. Information about the possible mechanisms underlying such tolerance responses, however, is scarce. In the present study, we examined the effects of acidified seawater on the larvae of Acropora digitifera at the molecular level. We targeted two heat shock proteins, Hsp70 and Hsp90, and a heat shock transcription factor, Hsf1, because of their importance in stress responses and in early life developmental stages. Coral larvae were maintained under the ambient and elevated CO 2 conditions that are expected to occur within next 100 years, and then we evaluated the expression of hsps and hsf1 by quantitative real-time polymerase chain reaction (PCR). Expression levels of these molecules significantly differed among target genes, but they did not change significantly between CO 2 conditions. These findings indicate that the expression of hsps is not changed due to external pH changes, and suggest that tolerance to acidified seawater in coral larvae may not be related to hsp expression.",en
10.1016_j.margen.2015.08.001,10.1016/j.margen.2015.08.001,Expression of calcification and metabolism-related genes in response to elevated pCO 2 and temperature in the reef-building coral Acropora millepora,12 August 2015,Corals Gene expression Metabolic genes Calcification genes Nano-fluidic qPCR,"Declining health of scleractinian corals in response to deteriorating environmental conditions is widely acknowledged, however links between physiological and functional genomic responses of corals are less well understood. Here we explore growth and the expression of 20 target genes with putative roles in metabolism and calcification in the branching coral, Acropora millepora, in two separate experiments: 1) elevated pCO 2 (464, 822, 1187 and 1638 μatm) and ambient temperature (27°C), and 2) elevated pCO 2 (490 and 822 μatm) and temperature (28 and 31°C). After 14 days of exposure to elevated pCO 2 and ambient temperatures, no evidence of differential expression of either calcification or metabolism genes was detected between control and elevated pCO 2 treatments. After 37 days of exposure to control and elevated pCO 2 , Ubiquinol-Cytochrome-C Reductase Subunit 2 gene (QCR2; a gene involved in complex III of the electron chain transport within the mitochondria and critical for generation of ATP) was significantly down-regulated in the elevated pCO 2 treatment in both ambient and elevated temperature treatments. Overall, the general absence of a strong response to elevated pCO 2 and temperature by the other 19 targeted calcification and metabolism genes suggests that corals may not be affected by these stressors on longer time scales (37 days). These results also highlight the potential for QCR2 to act as a biomarker of coral genomic responses to changing environments.",en
10.1371_journal.pone.0039099,10.1371/journal.pone.0039099,Expression of Putative Immune Response Genes during Early Ontogeny in the Coral Acropora millepora,"July 6, 2012",NA,"Background: Corals, like many other marine invertebrates, lack a mature allorecognition system in early life history stages. Indeed, in early ontogeny, when corals acquire and establish associations with various surface microbiota and dinoflagellate endosymbionts, they do not efficiently distinguish between closely and distantly related individuals from the same population. However, very little is known about the molecular components that underpin allorecognition and immunity responses or how they change through early ontogeny in corals. Methodology/Principal Findings: Patterns in the expression of four putative immune response genes (apextrin, complement C3, and two CELIII type lectin genes) were examined in juvenile colonies of Acropora millepora throughout a six-month post-settlement period using quantitative real-time PCR (qPCR). Expression of a CELIII type lectin gene peaked in the fourth month for most of the coral juveniles sampled and was significantly higher at this time than at any other sampling time during the six months following settlement. The timing of this increase in expression levels of putative immune response genes may be linked to allorecognition maturation which occurs around this time in A.millepora. Alternatively, the increase may represent a response to immune challenges, such as would be involved in the recognition of symbionts (such as Symbiodinium spp. or bacteria) during winnowing processes as symbioses are fine-tuned. Conclusions/Significance: Our data, although preliminary, are consistent with the hypothesis that lectins may play an important role in the maturation of allorecognition responses in corals. The co-expression of lectins with apextrin during development of coral juveniles also raises the possibility that these proteins, which are components of innate immunity in other invertebrates, may influence the innate immune systems of corals through a common pathway or system. However, further studies investigating the expression of these genes in alloimmune-challenged corals are needed to further clarify emerging evidence of a complex innate immunity system in corals.",en
10.3755_jcrs.2003.33,NA,Degradation of zooxanthellae in the coral Acropora nasuta during bleaching,NA,"coral,bleaching,zooxanthellae,Acropora nasuta,symbiosis","To study morphological changes in zooxanthellae in bleached corals, we observed zooxanthellae in colonies of Acropora nasuta that suffered various degrees of bleaching. Colonies were collected from a shallow reef at Bise, Okinawa, from July to September in 2001. Zooxanthellae within the tissue of A. nasuta were classified into 3 types based on their coloration and shape: healthy-looking zooxanthellae (Hz.), pale zooxanthellae (Pz.) and transparent zooxanthellae (Tz.). The Pz. were pale yellow with more or less disorganized cellular content, while Tz. were swelled and vacuolated with no pigmentation. Tz. were the dominant zooxanthellae in colonies that suffered severe bleaching, while non-bleached colonies and those recovered from bleaching had mostly Hz. Some Tz, were ruptured with vacuoles spreading out of the cell. The density of zooxanthellae in severely bleached colonies was about 105 cells cm-2. The present observation suggests that, during natural bleaching due to chronic stress, zooxanthellae remained in host tissue lose pigmentation and become swelled and vacuolated suggesting necrotic death of the zooxanthellae.",en
10.1016_j.scitotenv.2019.07.280,10.1016/j.scitotenv.2019.07.280,Science of the Total Environment,25 July 2019,Benzo(a)pyrene Antioxidant enzyme Stress-related gene Coral bleaching,The impact of acute benzo(a)pyrene on antioxidant enzyme and stress-related genes in tropical stony corals (Acropora spp.,en
10.1371_journal.pone.0228514,10.1371/journal.pone.0228514,Innate immune gene expression in Acropora palmata is consistent despite variance in yearly disease events,"October 22, 2020",NA,"Coral disease outbreaks are expected to increase in prevalence, frequency and severity due to climate change and other anthropogenic stressors. This is especially worrying for the Caribbean branching coral Acropora palmata which has already seen an 80% decrease in cover primarily due to disease. Despite the importance of this keystone species, there has yet to be a characterization of its transcriptomic response to disease exposure. In this study we provide the first transcriptomic analysis of 12 A. palmata genotypes and their symbiont Symbiodiniaceae exposed to disease in 2016 and 2017. Year was the primary driver of gene expression variance for A. palmata and the Symbiodiniaceae. We hypothesize that lower expression of ribosomal genes in the coral, and higher expression of transmembrane ion transport genes in the Symbiodiniaceae indicate that a compensation or dysbiosis may be occurring between host and symbiont. Disease response was the second driver of gene expression variance for A. palmata and included a core set of 422 genes that were significantly differentially expressed. Of these, 2 genes (a predicted cyclin-dependent kinase 11b and aspartate 1-decarboxylase) showed negative Log2 fold changes in corals showing transmission of disease, and positive Log2 fold changes in corals showing no transmission of disease, indicating that these may be important in disease resistance. Co-expression analysis identified two modules positively correlated to disease exposure, one enriched for lipid biosynthesis genes, and the other enriched in innate immune genes. The hub gene in the immune module was identified as D-amino acid oxidase, a gene implicated in phagocytosis and microbiome homeostasis. The role of D-amino acid oxidase in coral immunity has not been characterized but could be an important enzyme for responding to disease. Our results indicate that A. palmata mounts a core immune response to disease exposure despite differences in the disease type and virulence between 2016 and 2017. These identified genes may be important for future biomarker development in this Caribbean keystone species.",en
